Date,EUR_Rate
18/06/2019,-0.355
19/06/2019,-0.36
20/06/2019,-0.36
21/06/2019,-0.36
24/06/2019,-0.36
25/06/2019,-0.3825
26/06/2019,-0.37
27/06/2019,-0.37
28/06/2019,-0.385
01/07/2019,-0.3775
02/07/2019,-0.38
03/07/2019,-0.38
04/07/2019,-0.38
05/07/2019,-0.38
08/07/2019,-0.38
09/07/2019,-0.38
10/07/2019,-0.38
11/07/2019,-0.4
12/07/2019,-0.4
15/07/2019,-0.405
16/07/2019,-0.405
17/07/2019,-0.415
18/07/2019,-0.415
19/07/2019,-0.415
22/07/2019,-0.415
23/07/2019,-0.415
24/07/2019,-0.415
25/07/2019,-0.415
26/07/2019,-0.415
29/07/2019,-0.415
30/07/2019,-0.415
31/07/2019,-0.415
01/08/2019,-0.415
02/08/2019,-0.425
05/08/2019,-0.43
06/08/2019,-0.43
07/08/2019,-0.4025
08/08/2019,-0.42
09/08/2019,-0.42
12/08/2019,-0.425
13/08/2019,-0.425
14/08/2019,-0.445
15/08/2019,-0.425
16/08/2019,-0.415
19/08/2019,-0.425
20/08/2019,-0.425
21/08/2019,-0.37
22/08/2019,-0.4225
23/08/2019,-0.4225
26/08/2019,-0.44
27/08/2019,-0.445
28/08/2019,-0.45
29/08/2019,-0.45
30/08/2019,-0.455
02/09/2019,-0.455
03/09/2019,-0.465
04/09/2019,-0.4425
05/09/2019,-0.445
06/09/2019,-0.44
09/09/2019,-0.4625
10/09/2019,-0.4275
11/09/2019,-0.445
12/09/2019,-0.4375
13/09/2019,-0.415
16/09/2019,-0.43
17/09/2019,-0.4375
18/09/2019,-0.435
19/09/2019,-0.4575
20/09/2019,-0.445
23/09/2019,-0.435
24/09/2019,-0.445
25/09/2019,-0.4325
26/09/2019,-0.445
27/09/2019,-0.4325
30/09/2019,-0.4525
01/10/2019,-0.4625
02/10/2019,-0.4625
03/10/2019,-0.4525
04/10/2019,-0.4525
07/10/2019,-0.455
08/10/2019,-0.465
09/10/2019,-0.4625
10/10/2019,-0.4625
11/10/2019,-0.46
14/10/2019,-0.4275
15/10/2019,-0.42
16/10/2019,-0.41
17/10/2019,-0.41
18/10/2019,-0.41
21/10/2019,-0.41
22/10/2019,-0.4
23/10/2019,-0.4
24/10/2019,-0.4
25/10/2019,-0.4
28/10/2019,-0.4
29/10/2019,-0.4
30/10/2019,-0.4
31/10/2019,-0.4075
01/11/2019,-0.4075
04/11/2019,-0.4
05/11/2019,-0.4275
06/11/2019,-0.4225
07/11/2019,-0.4275
08/11/2019,-0.43
11/11/2019,-0.4025
12/11/2019,-0.4025
13/11/2019,-0.4025
14/11/2019,-0.4025
15/11/2019,-0.4025
18/11/2019,-0.4025
19/11/2019,-0.4025
20/11/2019,-0.405
21/11/2019,-0.4025
22/11/2019,-0.425
25/11/2019,-0.425
26/11/2019,-0.42
27/11/2019,-0.41
28/11/2019,-0.4075
29/11/2019,-0.41
02/12/2019,-0.4125
03/12/2019,-0.41
04/12/2019,-0.4075
05/12/2019,-0.4075
06/12/2019,-0.425
09/12/2019,-0.425
10/12/2019,-0.425
11/12/2019,-0.405
12/12/2019,-0.42
13/12/2019,-0.4125
16/12/2019,-0.4075
17/12/2019,-0.425
18/12/2019,-0.4075
19/12/2019,-0.4125
20/12/2019,-0.4075
23/12/2019,-0.42
24/12/2019,-0.425
25/12/2019,-0.425
26/12/2019,-0.425
27/12/2019,-0.42
30/12/2019,-0.46
31/12/2019,-0.42
01/01/2020,-0.42
02/01/2020,-0.425
03/01/2020,-0.4225
06/01/2020,-0.425
07/01/2020,-0.4225
08/01/2020,-0.4225
09/01/2020,-0.42
10/01/2020,-0.4225
13/01/2020,-0.42
14/01/2020,-0.4225
15/01/2020,-0.4225
16/01/2020,-0.425
17/01/2020,-0.4
20/01/2020,-0.41
21/01/2020,-0.42
22/01/2020,-0.4
23/01/2020,-0.4
24/01/2020,-0.4075
27/01/2020,-0.4075
28/01/2020,-0.4
29/01/2020,-0.4
30/01/2020,-0.4
31/01/2020,-0.4325
03/02/2020,-0.415
04/02/2020,-0.41
05/02/2020,-0.41
06/02/2020,-0.4125
07/02/2020,-0.41
10/02/2020,-0.41
11/02/2020,-0.41
12/02/2020,-0.4125
13/02/2020,-0.4225
14/02/2020,-0.42
17/02/2020,-0.4225
18/02/2020,-0.4225
19/02/2020,-0.4225
20/02/2020,-0.4225
21/02/2020,-0.4225
24/02/2020,-0.4225
25/02/2020,-0.42
26/02/2020,-0.42
27/02/2020,-0.4225
28/02/2020,-0.4275
02/03/2020,-0.47
03/03/2020,-0.47
04/03/2020,-0.5
05/03/2020,-0.5
06/03/2020,-0.5
09/03/2020,-0.5
10/03/2020,-0.5
11/03/2020,-0.5
12/03/2020,-0.4575
13/03/2020,-0.445
16/03/2020,-0.42
17/03/2020,-0.4325
18/03/2020,-0.38
19/03/2020,-0.38
20/03/2020,-0.37
23/03/2020,-0.3725
24/03/2020,-0.3675
25/03/2020,-0.3625
26/03/2020,-0.365
27/03/2020,-0.35
30/03/2020,-0.35
31/03/2020,-0.35
01/04/2020,-0.1775
02/04/2020,-0.35
03/04/2020,-0.2625
06/04/2020,-0.255
07/04/2020,-0.29
08/04/2020,-0.2875
09/04/2020,-0.2875
10/04/2020,-0.265
13/04/2020,-0.29
14/04/2020,-0.26
15/04/2020,-0.1975
16/04/2020,-0.29
17/04/2020,-0.305
20/04/2020,-0.29
21/04/2020,-0.29
22/04/2020,-0.185
23/04/2020,-0.1425
24/04/2020,-0.2
27/04/2020,-0.2225
28/04/2020,-0.21
29/04/2020,-0.21
30/04/2020,-0.21
01/05/2020,-0.26
04/05/2020,-0.2675
05/05/2020,-0.26
06/05/2020,-0.26
07/05/2020,-0.265
08/05/2020,-0.2175
11/05/2020,-0.215
12/05/2020,-0.265
13/05/2020,-0.265
14/05/2020,-0.265
15/05/2020,-0.265
18/05/2020,-0.295
19/05/2020,-0.2325
20/05/2020,-0.295
21/05/2020,-0.295
22/05/2020,-0.305
25/05/2020,-0.305
26/05/2020,-0.305
27/05/2020,-0.28
28/05/2020,-0.28
29/05/2020,-0.305
01/06/2020,-0.305
02/06/2020,-0.345
03/06/2020,-0.345
04/06/2020,-0.365
05/06/2020,-0.365
08/06/2020,-0.395
09/06/2020,-0.395
10/06/2020,-0.405
11/06/2020,-0.385
12/06/2020,-0.385
15/06/2020,-0.385
16/06/2020,-0.3325
17/06/2020,-0.3275
18/06/2020,-0.335
19/06/2020,-0.3575
22/06/2020,-0.3525
23/06/2020,-0.445
24/06/2020,-0.425
25/06/2020,-0.425
26/06/2020,-0.425
29/06/2020,-0.45
30/06/2020,-0.445
01/07/2020,-0.475
02/07/2020,-0.445
03/07/2020,-0.445
06/07/2020,-0.475
07/07/2020,-0.42
08/07/2020,-0.4525
09/07/2020,-0.4325
10/07/2020,-0.455
13/07/2020,-0.455
14/07/2020,-0.455
15/07/2020,-0.46
16/07/2020,-0.455
17/07/2020,-0.4275
20/07/2020,-0.43
21/07/2020,-0.4725
22/07/2020,-0.455
23/07/2020,-0.455
24/07/2020,-0.455
27/07/2020,-0.455
28/07/2020,-0.465
29/07/2020,-0.4625
30/07/2020,-0.445
31/07/2020,-0.475
03/08/2020,-0.475
04/08/2020,-0.48
05/08/2020,-0.475
06/08/2020,-0.425
07/08/2020,-0.4675
10/08/2020,-0.43
11/08/2020,-0.4375
12/08/2020,-0.415
13/08/2020,-0.45
14/08/2020,-0.4525
17/08/2020,-0.4525
18/08/2020,-0.505
19/08/2020,-0.49
20/08/2020,-0.4525
21/08/2020,-0.49
24/08/2020,-0.49
25/08/2020,-0.49
26/08/2020,-0.4525
27/08/2020,-0.49
28/08/2020,-0.49
31/08/2020,-0.49
01/09/2020,-0.49
02/09/2020,-0.45
03/09/2020,-0.49
04/09/2020,-0.51
07/09/2020,-0.46
08/09/2020,-0.4625
09/09/2020,-0.5075
10/09/2020,-0.51
11/09/2020,-0.46
14/09/2020,-0.51
15/09/2020,-0.4625
16/09/2020,-0.4625
17/09/2020,-0.51
18/09/2020,-0.53
21/09/2020,-0.4725
22/09/2020,-0.4725
23/09/2020,-0.53
24/09/2020,-0.53
25/09/2020,-0.4725
28/09/2020,-0.4725
29/09/2020,-0.4725
30/09/2020,-0.47
01/10/2020,-0.4575
02/10/2020,-0.47
05/10/2020,-0.4725
06/10/2020,-0.4725
07/10/2020,-0.4725
08/10/2020,-0.4725
09/10/2020,-0.47
12/10/2020,-0.53
13/10/2020,-0.53
14/10/2020,-0.53
15/10/2020,-0.53
16/10/2020,-0.53
19/10/2020,-0.4725
20/10/2020,-0.4725
21/10/2020,-0.47
22/10/2020,-0.53
23/10/2020,-0.47
26/10/2020,-0.4725
27/10/2020,-0.4725
28/10/2020,-0.47
29/10/2020,-0.4725
30/10/2020,-0.53
02/11/2020,-0.5175
03/11/2020,-0.53
04/11/2020,-0.53
05/11/2020,-0.475
06/11/2020,-0.4675
09/11/2020,-0.53
10/11/2020,-0.53
11/11/2020,-0.53
12/11/2020,-0.53
13/11/2020,-0.4825
16/11/2020,-0.5275
17/11/2020,-0.53
18/11/2020,-0.53
19/11/2020,-0.53
20/11/2020,-0.465
23/11/2020,-0.53
24/11/2020,-0.465
25/11/2020,-0.53
26/11/2020,-0.53
27/11/2020,-0.47
30/11/2020,-0.53
01/12/2020,-0.53
02/12/2020,-0.53
03/12/2020,-0.53
04/12/2020,-0.475
07/12/2020,-0.4825
08/12/2020,-0.53
09/12/2020,-0.53
10/12/2020,-0.53
11/12/2020,-0.47
14/12/2020,-0.53
15/12/2020,-0.53
16/12/2020,-0.53
17/12/2020,-0.53
18/12/2020,-0.465
21/12/2020,-0.53
22/12/2020,-0.53
23/12/2020,-0.53
24/12/2020,-0.53
25/12/2020,-0.47
28/12/2020,-0.525
29/12/2020,-0.525
30/12/2020,-0.525
31/12/2020,-0.525
01/01/2021,-0.465
04/01/2021,-0.525
05/01/2021,-0.53
06/01/2021,-0.53
07/01/2021,-0.53
08/01/2021,-0.555
11/01/2021,-0.5
12/01/2021,-0.5075
13/01/2021,-0.53
14/01/2021,-0.5075
15/01/2021,-0.55
18/01/2021,-0.505
19/01/2021,-0.5025
20/01/2021,-0.5
21/01/2021,-0.5
22/01/2021,-0.5525
25/01/2021,-0.5025
26/01/2021,-0.53
27/01/2021,-0.51
28/01/2021,-0.5075
29/01/2021,-0.5575
01/02/2021,-0.53
02/02/2021,-0.5025
03/02/2021,-0.5075
04/02/2021,-0.5
05/02/2021,-0.5575
08/02/2021,-0.51
09/02/2021,-0.505
10/02/2021,-0.5575
11/02/2021,-0.5
12/02/2021,-0.55
15/02/2021,-0.5075
16/02/2021,-0.505
17/02/2021,-0.53
18/02/2021,-0.505
19/02/2021,-0.545
22/02/2021,-0.5025
23/02/2021,-0.5175
24/02/2021,-0.545
25/02/2021,-0.5575
26/02/2021,-0.55
01/03/2021,-0.505
02/03/2021,-0.53
03/03/2021,-0.5025
04/03/2021,-0.5075
05/03/2021,-0.53
08/03/2021,-0.5025
09/03/2021,-0.5
10/03/2021,-0.5375
11/03/2021,-0.5025
12/03/2021,-0.545
15/03/2021,-0.56
16/03/2021,-0.545
17/03/2021,-0.5575
18/03/2021,-0.56
19/03/2021,-0.555
22/03/2021,-0.56
23/03/2021,-0.53
24/03/2021,-0.53
25/03/2021,-0.545
26/03/2021,-0.5575
29/03/2021,-0.53
30/03/2021,-0.55
31/03/2021,-0.555
01/04/2021,-0.545
02/04/2021,-0.555
05/04/2021,-0.53
06/04/2021,-0.555
07/04/2021,-0.545
08/04/2021,-0.53
09/04/2021,-0.55
12/04/2021,-0.5525
13/04/2021,-0.55
14/04/2021,-0.55
15/04/2021,-0.53
16/04/2021,-0.5575
19/04/2021,-0.56
20/04/2021,-0.555
21/04/2021,-0.5575
22/04/2021,-0.55
23/04/2021,-0.55
26/04/2021,-0.545
27/04/2021,-0.5575
28/04/2021,-0.5375
29/04/2021,-0.545
30/04/2021,-0.555
03/05/2021,-0.56
04/05/2021,-0.555
05/05/2021,-0.5575
06/05/2021,-0.5425
07/05/2021,-0.55
10/05/2021,-0.555
11/05/2021,-0.5525
12/05/2021,-0.55
13/05/2021,-0.545
14/05/2021,-0.555
17/05/2021,-0.555
18/05/2021,-0.555
19/05/2021,-0.5525
20/05/2021,-0.555
21/05/2021,-0.56
24/05/2021,-0.545
25/05/2021,-0.5575
26/05/2021,-0.55
27/05/2021,-0.56
28/05/2021,-0.55
31/05/2021,-0.555
01/06/2021,-0.545
02/06/2021,-0.55
03/06/2021,-0.555
04/06/2021,-0.5575
07/06/2021,-0.545
08/06/2021,-0.535
09/06/2021,-0.5525
10/06/2021,-0.55
11/06/2021,-0.55
14/06/2021,-0.53
15/06/2021,-0.5525
16/06/2021,-0.5525
17/06/2021,-0.5575
18/06/2021,-0.5525
21/06/2021,-0.5525
22/06/2021,-0.545
23/06/2021,-0.5525
24/06/2021,-0.545
25/06/2021,-0.545
28/06/2021,-0.55
29/06/2021,-0.55
30/06/2021,-0.56
01/07/2021,-0.545
02/07/2021,-0.515
05/07/2021,-0.5175
06/07/2021,-0.515
07/07/2021,-0.5575
08/07/2021,-0.5575
09/07/2021,-0.52
12/07/2021,-0.505
13/07/2021,-0.5525
14/07/2021,-0.545
15/07/2021,-0.53
16/07/2021,-0.545
19/07/2021,-0.5175
20/07/2021,-0.49
21/07/2021,-0.53
22/07/2021,-0.53
23/07/2021,-0.5525
26/07/2021,-0.555
27/07/2021,-0.53
28/07/2021,-0.515
29/07/2021,-0.55
30/07/2021,-0.53
02/08/2021,-0.555
03/08/2021,-0.555
04/08/2021,-0.5575
05/08/2021,-0.555
06/08/2021,-0.53
09/08/2021,-0.55
10/08/2021,-0.545
11/08/2021,-0.525
12/08/2021,-0.53
13/08/2021,-0.53
16/08/2021,-0.54
17/08/2021,-0.5525
18/08/2021,-0.55
19/08/2021,-0.555
20/08/2021,-0.515
23/08/2021,-0.55
24/08/2021,-0.53
25/08/2021,-0.53
26/08/2021,-0.53
27/08/2021,-0.525
30/08/2021,-0.525
31/08/2021,-0.525
01/09/2021,-0.525
02/09/2021,-0.525
03/09/2021,-0.525
06/09/2021,-0.53
07/09/2021,-0.525
08/09/2021,-0.525
09/09/2021,-0.535
10/09/2021,-0.525
13/09/2021,-0.515
14/09/2021,-0.535
15/09/2021,-0.535
16/09/2021,-0.505
17/09/2021,-0.53
20/09/2021,-0.545
21/09/2021,-0.4725
22/09/2021,-0.545
23/09/2021,-0.53
24/09/2021,-0.53
27/09/2021,-0.53
28/09/2021,-0.53
29/09/2021,-0.525
30/09/2021,-0.53
01/10/2021,-0.535
04/10/2021,-0.53
05/10/2021,-0.535
06/10/2021,-0.53
07/10/2021,-0.53
08/10/2021,-0.53
11/10/2021,-0.645
12/10/2021,-0.675
13/10/2021,-0.53
14/10/2021,-0.53
15/10/2021,-0.5275
18/10/2021,-0.525
19/10/2021,-0.525
20/10/2021,-0.5025
21/10/2021,-0.53
22/10/2021,-0.5275
25/10/2021,-0.555
26/10/2021,-0.555
27/10/2021,-0.55
28/10/2021,-0.53
29/10/2021,-0.56
01/11/2021,-0.5525
02/11/2021,-0.555
03/11/2021,-0.56
04/11/2021,-0.555
05/11/2021,-0.57
08/11/2021,-0.61
09/11/2021,-0.515
10/11/2021,-0.65
11/11/2021,-0.555
12/11/2021,-0.555
15/11/2021,-0.56
16/11/2021,-0.57
17/11/2021,-0.57
18/11/2021,-0.555
19/11/2021,-0.565
22/11/2021,-0.565
23/11/2021,-0.5625
24/11/2021,-0.5675
25/11/2021,-0.56
26/11/2021,-0.56
29/11/2021,-0.555
30/11/2021,-0.775
01/12/2021,-0.75
02/12/2021,-0.75
03/12/2021,-0.555
06/12/2021,-0.555
07/12/2021,-0.555
08/12/2021,-0.535
09/12/2021,-0.535
10/12/2021,-0.46
13/12/2021,-0.5225
14/12/2021,-0.5175
15/12/2021,-0.5175
16/12/2021,-0.52
17/12/2021,-0.535
20/12/2021,-0.5175
21/12/2021,-0.515
22/12/2021,-0.565
23/12/2021,-0.535
24/12/2021,-0.535
27/12/2021,-0.535
28/12/2021,-0.535
29/12/2021,-0.535
30/12/2021,-0.515
31/12/2021,-0.515
03/01/2022,-0.515
04/01/2022,-0.515
05/01/2022,-0.515
06/01/2022,-0.515
07/01/2022,-0.515
10/01/2022,-0.535
11/01/2022,-0.5575
12/01/2022,-0.535
13/01/2022,-0.535
14/01/2022,-0.5775
17/01/2022,-0.535
18/01/2022,-0.535
19/01/2022,-0.535
20/01/2022,-0.535
21/01/2022,-0.535
24/01/2022,-0.535
25/01/2022,-0.5325
26/01/2022,-0.5525
27/01/2022,-0.555
28/01/2022,-0.535
31/01/2022,-0.535
01/02/2022,-0.535
02/02/2022,-0.535
03/02/2022,-0.5525
04/02/2022,-0.525
07/02/2022,-0.4625
08/02/2022,-0.5225
09/02/2022,-0.525
10/02/2022,-0.525
11/02/2022,-0.52
14/02/2022,-0.485
15/02/2022,-0.4875
16/02/2022,-0.485
17/02/2022,-0.52
18/02/2022,-0.52
21/02/2022,-0.5175
22/02/2022,-0.5175
23/02/2022,-0.5175
24/02/2022,-0.49
25/02/2022,-0.53
28/02/2022,-0.53
01/03/2022,-0.46
02/03/2022,-0.53
03/03/2022,-0.53
04/03/2022,-0.5275
07/03/2022,-0.505
08/03/2022,-0.5075
09/03/2022,-0.505
10/03/2022,-0.45
11/03/2022,-0.485
14/03/2022,-0.435
15/03/2022,-0.4375
16/03/2022,-0.445
17/03/2022,-0.4725
18/03/2022,-0.4525
21/03/2022,-0.505
22/03/2022,-0.4475
23/03/2022,-0.515
24/03/2022,-0.4725
25/03/2022,-0.515
28/03/2022,-0.505
29/03/2022,-0.505
30/03/2022,-0.495
31/03/2022,-0.495
01/04/2022,-0.49
04/04/2022,-0.49
05/04/2022,-0.49
06/04/2022,-0.49
07/04/2022,-0.49
08/04/2022,-0.435
11/04/2022,-0.49
12/04/2022,-0.485
13/04/2022,-0.485
14/04/2022,-0.475
15/04/2022,-0.44
18/04/2022,-0.42
19/04/2022,-0.475
20/04/2022,-0.4725
21/04/2022,-0.46
22/04/2022,-0.49
25/04/2022,-0.46
26/04/2022,-0.46
27/04/2022,-0.47
28/04/2022,-0.47
29/04/2022,-0.4125
02/05/2022,-0.465
03/05/2022,-0.465
04/05/2022,-0.455
05/05/2022,-0.395
06/05/2022,-0.4025
09/05/2022,-0.435
10/05/2022,-0.405
11/05/2022,-0.435
12/05/2022,-0.435
13/05/2022,-0.4
16/05/2022,-0.435
17/05/2022,-0.425
18/05/2022,-0.395
19/05/2022,-0.385
20/05/2022,-0.385
23/05/2022,-0.385
24/05/2022,-0.385
25/05/2022,-0.375
26/05/2022,-0.35
27/05/2022,-0.345
30/05/2022,-0.385
31/05/2022,-0.37
01/06/2022,-0.36
02/06/2022,-0.36
03/06/2022,-0.3
06/06/2022,-0.34
07/06/2022,-0.32
08/06/2022,-0.335
09/06/2022,-0.31
10/06/2022,-0.3
13/06/2022,-0.285
14/06/2022,-0.26
15/06/2022,-0.2275
16/06/2022,-0.225
17/06/2022,-0.2175
20/06/2022,-0.21
21/06/2022,-0.21
22/06/2022,-0.2
23/06/2022,-0.21
24/06/2022,-0.205
27/06/2022,-0.19
28/06/2022,-0.17
29/06/2022,-0.15
30/06/2022,-0.14
01/07/2022,-0.2025
04/07/2022,-0.15
05/07/2022,-0.2075
06/07/2022,-0.2125
07/07/2022,-0.1
08/07/2022,-0.1525
11/07/2022,-0.15
12/07/2022,-0.1075
13/07/2022,-0.03
14/07/2022,0.05
15/07/2022,0.0475
18/07/2022,0.04
19/07/2022,0.105
20/07/2022,0.13
21/07/2022,0.27
22/07/2022,0.2525
25/07/2022,0.25
26/07/2022,0.25
27/07/2022,0.25
28/07/2022,0.26
29/07/2022,0.26
01/08/2022,0.27
02/08/2022,0.27
03/08/2022,0.29
04/08/2022,0.31
05/08/2022,0.33
08/08/2022,0.35
09/08/2022,0.35
10/08/2022,0.38
11/08/2022,0.39
12/08/2022,0.29
15/08/2022,0.38
16/08/2022,0.4
17/08/2022,0.44
18/08/2022,0.49
19/08/2022,0.52
22/08/2022,0.53
23/08/2022,0.55
24/08/2022,0.58
25/08/2022,0.6
26/08/2022,0.6
29/08/2022,0.72
30/08/2022,0.715
31/08/2022,0.79
01/09/2022,0.84
02/09/2022,0.85
05/09/2022,0.87
06/09/2022,0.84
07/09/2022,0.87
08/09/2022,0.995
09/09/2022,1.035
12/09/2022,1.035
13/09/2022,1.055
14/09/2022,1.065
15/09/2022,1.095
16/09/2022,1.105
19/09/2022,1.125
20/09/2022,1.145
21/09/2022,1.155
22/09/2022,1.1675
23/09/2022,1.215
26/09/2022,1.255
27/09/2022,1.245
28/09/2022,1.245
29/09/2022,1.305
30/09/2022,1.305
03/10/2022,1.2975
04/10/2022,1.25
05/10/2022,1.335
06/10/2022,1.375
07/10/2022,1.335
10/10/2022,1.3975
11/10/2022,1.425
12/10/2022,1.39
13/10/2022,1.515
14/10/2022,1.535
17/10/2022,1.555
18/10/2022,1.585
19/10/2022,1.58
20/10/2022,1.6075
21/10/2022,1.6
24/10/2022,1.63
25/10/2022,1.615
26/10/2022,1.65
27/10/2022,1.715
28/10/2022,1.7
31/10/2022,1.775
01/11/2022,1.775
02/11/2022,1.795
03/11/2022,1.815
04/11/2022,1.825
07/11/2022,1.835
08/11/2022,1.855
09/11/2022,1.85
10/11/2022,1.855
11/11/2022,1.885
14/11/2022,1.905
15/11/2022,1.905
16/11/2022,1.8975
17/11/2022,1.9025
18/11/2022,1.9375
21/11/2022,1.965
22/11/2022,1.965
23/11/2022,1.995
24/11/2022,2.005
25/11/2022,2.025
28/11/2022,2.065
29/11/2022,2.025
30/11/2022,2.035
01/12/2022,2.0325
02/12/2022,2.075
05/12/2022,2.065
06/12/2022,2.075
07/12/2022,2.075
08/12/2022,1.62
09/12/2022,2.165
12/12/2022,2.175
13/12/2022,2.175
14/12/2022,2.13
15/12/2022,2.14
16/12/2022,2.15
19/12/2022,2.16
20/12/2022,2.18
21/12/2022,2.19
22/12/2022,2.215
23/12/2022,2.25
26/12/2022,2.25
27/12/2022,2.27
28/12/2022,2.27
29/12/2022,2.27
30/12/2022,2.295
02/01/2023,2.31
03/01/2023,2.32
04/01/2023,2.35
05/01/2023,2.4
06/01/2023,2.4
09/01/2023,2.41
10/01/2023,2.44
11/01/2023,2.44
12/01/2023,2.47
13/01/2023,2.48
16/01/2023,2.49
17/01/2023,2.5
18/01/2023,2.51
19/01/2023,2.56
20/01/2023,2.57
23/01/2023,2.58
24/01/2023,2.59
25/01/2023,2.6
26/01/2023,2.63
27/01/2023,2.64
30/01/2023,2.66
31/01/2023,2.66
01/02/2023,2.67
02/02/2023,2.71
03/02/2023,2.72
06/02/2023,2.74
07/02/2023,2.74
08/02/2023,2.75
09/02/2023,2.8
10/02/2023,2.81
13/02/2023,2.81
14/02/2023,2.82
15/02/2023,2.83
16/02/2023,2.87
17/02/2023,2.88
20/02/2023,2.88
21/02/2023,2.9
22/02/2023,2.9
23/02/2023,2.94
24/02/2023,2.95
27/02/2023,2.95
28/02/2023,2.97
01/03/2023,2.99
02/03/2023,3.01
03/03/2023,3.02
06/03/2023,3.04
07/03/2023,3.05
08/03/2023,3.08
09/03/2023,3.09
10/03/2023,3.03
13/03/2023,2.91
14/03/2023,2.97
15/03/2023,2.81
16/03/2023,3
17/03/2023,2.98
20/03/2023,3
21/03/2023,3.04
22/03/2023,3.08
23/03/2023,3.08
24/03/2023,3.05
27/03/2023,3.07
28/03/2023,3.08
29/03/2023,3.08
30/03/2023,3.12
31/03/2023,3.15
03/04/2023,3.16
04/04/2023,3.16
05/04/2023,3.16
06/04/2023,3.22
07/04/2023,3.22
10/04/2023,3.22
11/04/2023,3.25
12/04/2023,3.29
13/04/2023,2.96
14/04/2023,3.35
17/04/2023,3.36
18/04/2023,3.36
19/04/2023,3.39
20/04/2023,3.4
21/04/2023,3.41
24/04/2023,3.43
25/04/2023,3.41
26/04/2023,3.4
27/04/2023,3.43
28/04/2023,3.41
01/05/2023,3.41
02/05/2023,3.41
03/05/2023,3.44
04/05/2023,3.38
05/05/2023,3.4
08/05/2023,3.41
09/05/2023,3.42
10/05/2023,3.43
11/05/2023,3.44
12/05/2023,3.46
15/05/2023,3.46
16/05/2023,3.47
17/05/2023,3.48
18/05/2023,3.49
19/05/2023,3.5
22/05/2023,3.47
23/05/2023,3.48
24/05/2023,3.485
25/05/2023,3.505
26/05/2023,3.53
29/05/2023,3.54
30/05/2023,3.525
31/05/2023,3.525
01/06/2023,3.535
02/06/2023,3.545
05/06/2023,3.555
06/06/2023,3.555
07/06/2023,3.565
08/06/2023,3.565
09/06/2023,3.575
12/06/2023,3.575
13/06/2023,3.585
14/06/2023,3.6
15/06/2023,3.62
16/06/2023,3.64
19/06/2023,3.65
20/06/2023,3.65
21/06/2023,3.67
22/06/2023,3.68
23/06/2023,3.68
26/06/2023,3.68
27/06/2023,3.69
28/06/2023,3.675
29/06/2023,3.695
30/06/2023,3.705
03/07/2023,3.72
04/07/2023,3.705
05/07/2023,3.7208
06/07/2023,3.73
07/07/2023,3.74
10/07/2023,3.755
11/07/2023,3.77
12/07/2023,3.765
13/07/2023,3.775
14/07/2023,3.78
17/07/2023,3.7775
18/07/2023,3.775
19/07/2023,3.785
20/07/2023,3.805
21/07/2023,3.8175
24/07/2023,3.825
25/07/2023,3.84
26/07/2023,3.82
27/07/2023,3.845
28/07/2023,3.81
31/07/2023,3.8325
01/08/2023,3.84
02/08/2023,3.84
03/08/2023,3.83
04/08/2023,3.85
07/08/2023,3.84
08/08/2023,3.835
09/08/2023,3.85
10/08/2023,3.86
11/08/2023,3.86
14/08/2023,3.86
15/08/2023,3.87
16/08/2023,3.88
17/08/2023,3.89
18/08/2023,3.88
21/08/2023,3.885
22/08/2023,3.9
23/08/2023,3.84
24/08/2023,3.8405
25/08/2023,3.87
28/08/2023,3.875
29/08/2023,3.89
30/08/2023,3.91
31/08/2023,3.86
01/09/2023,3.88
04/09/2023,3.855
05/09/2023,3.87
06/09/2023,3.88
07/09/2023,3.88
08/09/2023,3.9
11/09/2023,3.925
12/09/2023,3.945
13/09/2023,3.99
14/09/2023,4.04
15/09/2023,4.03
18/09/2023,4.055
19/09/2023,4.05
20/09/2023,4.06
21/09/2023,4.0505
22/09/2023,4.036
25/09/2023,4.05
26/09/2023,4.0525
27/09/2023,4.026
28/09/2023,4.026
29/09/2023,4.04
02/10/2023,4.04
03/10/2023,4.04
04/10/2023,4.04
05/10/2023,4.0275
06/10/2023,4.02
09/10/2023,4.015
10/10/2023,4.025
11/10/2023,4.015
12/10/2023,4.03
13/10/2023,4.02
16/10/2023,4.02
17/10/2023,4.03
18/10/2023,4.022
19/10/2023,4.0225
20/10/2023,4.023
23/10/2023,4.04
24/10/2023,4.04
25/10/2023,4.026
26/10/2023,4.03
27/10/2023,4.017
30/10/2023,4.03
31/10/2023,4.035
01/11/2023,4.02
02/11/2023,4.0358
03/11/2023,4.021
06/11/2023,4.021
07/11/2023,4.022
08/11/2023,4.025
09/11/2023,4.035
10/11/2023,4.0305
13/11/2023,4.045
14/11/2023,4.019
15/11/2023,4.025
16/11/2023,4.017
17/11/2023,4.019
20/11/2023,4.035
21/11/2023,4.019
22/11/2023,4.0375
23/11/2023,4.03
24/11/2023,4.03
27/11/2023,4.021
28/11/2023,4.035
29/11/2023,4.007
30/11/2023,4.0125
01/12/2023,3.995
04/12/2023,3.9975
05/12/2023,4.015
06/12/2023,3.995
07/12/2023,4
08/12/2023,4.01
11/12/2023,4.01
12/12/2023,4.035
13/12/2023,4.01
14/12/2023,3.99
15/12/2023,4.025
18/12/2023,3.99
19/12/2023,3.987
20/12/2023,3.9875
21/12/2023,3.985
