eval_date,option_id,model,price,option_value_eur,delta,gamma,vega,theta,spot,strike,T
2024-07-31,OPT-2024-013,sabr,8.394261579693797e-146,1.8544680929458396e-140,2.405876827847686e-143,6.877760986950092e-141,7.615747299459834e-142,2.3778379644070443e-142,3.3599,3.1459,0.136986301369863
2024-07-31,OPT-2024-014,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.3599,3.2867,0.273972602739726
2024-07-31,OPT-2024-014,merton_jump,2.9737273100503324e-54,5.034399515602834e-49,3.2291357945001703e-53,3.406252794162216e-52,6.468507413986684e-52,7.310623662308788e-52,3.3599,3.2867,0.273972602739726
2024-07-31,OPT-2024-014,sabr,6.352134525119758e-103,1.0753905668561681e-97,5.873606563403933e-101,5.401775359266259e-99,2.1927361145501462e-99,5.428399338549013e-100,3.3599,3.2867,0.273972602739726
2024-07-31,OPT-2024-015,black_scholes,0.2562000000000002,24157.887604481613,1.0,0.0,0.0,0.0,3.3599,3.1037,0.0
2024-07-31,OPT-2024-015,merton_jump,0.2562000000000002,24157.887604481613,1.0,0.0,0.0,0.0,3.3599,3.1037,0.0
2024-07-31,OPT-2024-015,sabr,0.2562000000000002,24157.887604481613,1.0,,,,3.3599,3.1037,0.0
2024-07-31,OPT-2024-016,black_scholes,0.2596000000000003,21972.017915937497,1.0,0.0,0.0,0.0,3.3599,3.1003,0.0
2024-07-31,OPT-2024-016,merton_jump,0.2596000000000003,21972.017915937497,1.0,0.0,0.0,0.0,3.3599,3.1003,0.0
2024-07-31,OPT-2024-016,sabr,0.2596000000000003,21972.017915937497,1.0,,,,3.3599,3.1003,0.0
2024-07-31,OPT-2024-017,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.3599,3.1748,0.15616438356164383
2024-07-31,OPT-2024-017,merton_jump,1.0273647510307954e-31,8.06340242313729e-27,1.1149158087081648e-30,1.1751758999240472e-29,1.2619375795503386e-29,2.562132385301045e-29,3.3599,3.1748,0.15616438356164383
2024-07-31,OPT-2024-017,sabr,8.35458885455313e-138,6.5572049212831306e-133,1.935947235860534e-135,4.472992962549868e-133,6.355125012065064e-134,1.8757642083023729e-134,3.3599,3.1748,0.15616438356164383
2024-07-31,OPT-2024-018,black_scholes,0.031099999999999905,4981.511578449889,1.0,0.0,0.0,0.0,3.3599,3.3288,0.0
2024-07-31,OPT-2024-018,merton_jump,0.031099999999999905,4981.511578449889,1.0,0.0,0.0,0.0,3.3599,3.3288,0.0
2024-07-31,OPT-2024-018,sabr,0.031099999999999905,4981.511578449889,1.0,,,,3.3599,3.3288,0.0
2024-07-31,OPT-2024-019,black_scholes,1.900461308526266e-05,1.9270103816906694,0.005627229651799104,1.5158664158489512,0.006227216546279811,0.09613072625245926,3.3599,3.1446,0.0136986301369863
2024-07-31,OPT-2024-019,merton_jump,0.00010418455499080597,10.563999286825302,0.0008875046717197767,0.0062199741793548475,0.0006602525361305557,0.023380794859111022,3.3599,3.1446,0.0136986301369863
2024-07-31,OPT-2024-019,sabr,3.208544793231849e-09,0.0003253367537101775,2.7375111766384514e-06,0.0022448338309053644,5.0841926948520045e-06,4.6962123204885694e-05,3.3599,3.1446,0.0136986301369863
2024-08-31,OPT-2024-001,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.3744,3.1081,0.2273972602739726
2024-08-31,OPT-2024-001,merton_jump,1.489556107679397e-44,4.4061323672000664e-39,1.60391614534445e-43,1.677920181436783e-42,2.649441102101615e-42,3.7233308645532717e-42,3.3744,3.1081,0.2273972602739726
2024-08-31,OPT-2024-001,sabr,8.149236671566562e-74,2.4105581039510256e-68,6.647696894007935e-72,5.3864035484484087e-70,1.9076347733602733e-70,6.562787201968011e-71,3.3744,3.1081,0.2273972602739726
2024-08-31,OPT-2024-002,black_scholes,6.370718052350371e-111,8.084436286620373e-106,2.8104399648841133e-108,1.236475549798051e-105,5.259528328379805e-107,2.7157328452138478e-107,3.3744,3.3193,0.06301369863013699
2024-08-31,OPT-2024-002,merton_jump,7.930045978067856e-15,1.0063222219669164e-09,8.698163450889218e-14,9.267786993300048e-13,4.06910805242421e-13,1.9596881491859536e-12,3.3744,3.3193,0.06301369863013699
2024-08-31,OPT-2024-002,sabr,3.9995623172717047e-119,5.075441490684345e-114,1.9000091558232754e-116,9.00342320383464e-114,3.6899636536132047e-115,1.8360739922690283e-115,3.3744,3.3193,0.06301369863013699
2024-08-31,OPT-2024-003,black_scholes,6.332791811113807e-07,0.11747476815814882,0.00012424389801725342,0.02303075623025312,0.00017037333296704183,0.0018347682957315123,3.3744,3.2507,0.010958904109589041
2024-08-31,OPT-2024-003,merton_jump,0.00010725234449828795,19.89556056815691,0.0008791335061079828,0.005853944777055084,0.0005613571476030193,0.020103331141300786,3.3744,3.2507,0.010958904109589041
2024-08-31,OPT-2024-003,sabr,1.3095047329993446e-14,2.429161884670268e-09,8.089831630787148e-12,4.8972877336625136e-09,1.9618758521223664e-11,1.2063327233587007e-10,3.3744,3.2507,0.010958904109589041
2024-08-31,OPT-2024-005,black_scholes,0.2732000000000001,27502.117137945355,1.0,0.0,0.0,0.0,3.3744,3.1012,0.0
2024-08-31,OPT-2024-005,merton_jump,0.2732000000000001,27502.117137945355,1.0,0.0,0.0,0.0,3.3744,3.1012,0.0
2024-08-31,OPT-2024-005,sabr,0.2732000000000001,27502.117137945355,1.0,,,,3.3744,3.1012,0.0
2024-08-31,OPT-2024-006,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.3744,3.311,0.32054794520547947
2024-08-31,OPT-2024-006,merton_jump,4.573830504635002e-63,4.803532568038695e-58,5.1442661468003685e-62,5.6135943497523147e-61,1.2366447174931552e-60,1.1718870414540164e-60,3.3744,3.311,0.32054794520547947
2024-08-31,OPT-2024-006,sabr,1.1656282032387165e-64,1.224167146291841e-59,5.536392370661557e-63,2.6039202402163035e-61,1.755288791866016e-61,5.20486361777376e-62,3.3744,3.311,0.32054794520547947
2024-08-31,OPT-2024-007,black_scholes,0.18340000000000023,16652.940410615945,1.0,0.0,0.0,0.0,3.3744,3.191,0.0
2024-08-31,OPT-2024-007,merton_jump,0.18340000000000023,16652.940410615945,1.0,0.0,0.0,0.0,3.3744,3.191,0.0
2024-08-31,OPT-2024-007,sabr,0.18340000000000023,16652.940410615945,1.0,,,,3.3744,3.191,0.0
2024-08-31,OPT-2024-008,black_scholes,0.2118000000000002,41557.753931050895,1.0,0.0,0.0,0.0,3.3744,3.1626,0.0
2024-08-31,OPT-2024-008,merton_jump,0.2118000000000002,41557.753931050895,1.0,0.0,0.0,0.0,3.3744,3.1626,0.0
2024-08-31,OPT-2024-008,sabr,0.2118000000000002,41557.753931050895,1.0,,,,3.3744,3.1626,0.0
2024-08-31,OPT-2024-011,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.3744,3.1399,0.2191780821917808
2024-08-31,OPT-2024-011,merton_jump,3.5359863304791645e-43,4.190928463362534e-38,3.809357688656523e-42,3.98704530637834e-41,6.074848776417435e-41,8.819343302611507e-41,3.3744,3.1399,0.2191780821917808
2024-08-31,OPT-2024-011,sabr,1.4159239546200382e-75,1.678184090312881e-70,1.2207223085095516e-73,1.0456475924246634e-71,3.482741247693843e-72,1.198032559407904e-72,3.3744,3.1399,0.2191780821917808
2024-08-31,OPT-2024-012,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.3744,3.1942,0.3095890410958904
2024-08-31,OPT-2024-012,merton_jump,2.284674114477379e-60,5.459766078612784e-55,2.5196882768371464e-59,2.6965135219242286e-58,5.767580503348654e-58,5.787090480075725e-58,3.3744,3.1942,0.3095890410958904
2024-08-31,OPT-2024-012,sabr,1.1980534515897067e-64,2.863030466316954e-59,6.020878782763093e-63,2.9972768715595558e-61,1.876086883410565e-61,5.776897244104847e-62,3.3744,3.1942,0.3095890410958904
2024-08-31,OPT-2024-013,black_scholes,1.050328030341873e-59,2.3203944753252545e-54,3.681765056618337e-57,1.2844922789694123e-54,4.51355281439759e-56,4.229448587197808e-56,3.3744,3.1459,0.052054794520547946
2024-08-31,OPT-2024-013,merton_jump,6.327642950330489e-12,1.39790877893629e-06,6.869953250542749e-11,7.251436420998877e-10,2.541360219930682e-10,1.6607524620024058e-09,3.3744,3.1459,0.052054794520547946
2024-08-31,OPT-2024-013,sabr,5.28679193688714e-95,1.1679630028110429e-89,3.0291437600169973e-92,1.7305521690267757e-89,4.748773651023956e-91,3.481401299456736e-91,3.3744,3.1459,0.052054794520547946
2024-08-31,OPT-2024-014,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.3744,3.2867,0.18904109589041096
2024-08-31,OPT-2024-014,merton_jump,2.915641788780315e-38,4.9360630880639e-33,3.1489231096207103e-37,3.303890155967456e-36,4.369674981647873e-36,7.180777547221322e-36,3.3744,3.2867,0.18904109589041096
2024-08-31,OPT-2024-014,sabr,1.5082200707036899e-83,2.553355301849991e-78,1.6161391398529527e-81,1.722296020630512e-79,4.516806641533124e-80,1.5330295132888172e-80,3.3744,3.2867,0.18904109589041096
2024-08-31,OPT-2024-015,black_scholes,0.27070000000000016,25525.13729325984,1.0,0.0,0.0,0.0,3.3744,3.1037,0.0
2024-08-31,OPT-2024-015,merton_jump,0.27070000000000016,25525.13729325984,1.0,0.0,0.0,0.0,3.3744,3.1037,0.0
2024-08-31,OPT-2024-015,sabr,0.27070000000000016,25525.13729325984,1.0,,,,3.3744,3.1037,0.0
2024-08-31,OPT-2024-016,black_scholes,0.27410000000000023,23199.268531427064,1.0,0.0,0.0,0.0,3.3744,3.1003,0.0
2024-08-31,OPT-2024-016,merton_jump,0.27410000000000023,23199.268531427064,1.0,0.0,0.0,0.0,3.3744,3.1003,0.0
2024-08-31,OPT-2024-016,sabr,0.27410000000000023,23199.268531427064,1.0,,,,3.3744,3.1003,0.0
2024-08-31,OPT-2024-017,black_scholes,6.053161776302964e-99,4.7509007181442884e-94,2.366788416938489e-96,9.22599912140595e-94,4.4362926382334276e-95,2.5247663156812343e-95,3.3744,3.1748,0.07123287671232877
2024-08-31,OPT-2024-017,merton_jump,1.104720142942456e-15,8.670536018053203e-11,1.200699391884857e-14,1.2666397142085887e-13,6.170443429154034e-14,2.8331833684510524e-13,3.3744,3.1748,0.07123287671232877
2024-08-31,OPT-2024-017,sabr,5.3330034022894056e-104,4.185675293363341e-99,2.196398923717533e-101,9.0197403206388e-99,4.2253749287292934e-100,2.3430669710107547e-100,3.3744,3.1748,0.07123287671232877
2024-08-31,OPT-2024-018,black_scholes,0.04559999999999986,7304.081285444211,1.0,0.0,0.0,0.0,3.3744,3.3288,0.0
2024-08-31,OPT-2024-018,merton_jump,0.04559999999999986,7304.081285444211,1.0,0.0,0.0,0.0,3.3744,3.3288,0.0
2024-08-31,OPT-2024-018,sabr,0.04559999999999986,7304.081285444211,1.0,,,,3.3744,3.3288,0.0
2024-08-31,OPT-2024-019,black_scholes,0.2298,23301.026110124334,1.0,0.0,0.0,0.0,3.3744,3.1446,0.0
2024-08-31,OPT-2024-019,merton_jump,0.2298,23301.026110124334,1.0,0.0,0.0,0.0,3.3744,3.1446,0.0
2024-08-31,OPT-2024-019,sabr,0.2298,23301.026110124334,1.0,,,,3.3744,3.1446,0.0
2024-09-30,OPT-2024-001,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.379,3.1081,0.14520547945205478
2024-09-30,OPT-2024-001,merton_jump,1.4409674907725704e-29,4.262406409831342e-24,1.5550628182900692e-28,1.6298355138381275e-27,1.6432930178615664e-27,3.685427018821748e-27,3.379,3.1081,0.14520547945205478
2024-09-30,OPT-2024-001,sabr,2.661182102385662e-114,7.871822038716193e-109,5.459574789119224e-112,1.1162487542958393e-109,1.5776533345806322e-110,5.6906118984481654e-111,3.379,3.1081,0.14520547945205478
2024-09-30,OPT-2024-002,black_scholes,0.059699999999999864,7575.925387769638,1.0,0.0,0.0,0.0,3.379,3.3193,0.0
2024-09-30,OPT-2024-002,merton_jump,0.059699999999999864,7575.925387769638,1.0,0.0,0.0,0.0,3.379,3.3193,0.0
2024-09-30,OPT-2024-002,sabr,0.059699999999999864,7575.925387769638,1.0,,,,3.379,3.3193,0.0
2024-09-30,OPT-2024-003,black_scholes,0.12829999999999986,23799.94985503814,1.0,0.0,0.0,0.0,3.379,3.2507,0.0
2024-09-30,OPT-2024-003,merton_jump,0.12829999999999986,23799.94985503814,1.0,0.0,0.0,0.0,3.379,3.2507,0.0
2024-09-30,OPT-2024-003,sabr,0.12829999999999986,23799.94985503814,1.0,,,,3.379,3.2507,0.0
2024-09-30,OPT-2024-005,black_scholes,0.27780000000000005,27965.183531922466,1.0,0.0,0.0,0.0,3.379,3.1012,0.0
2024-09-30,OPT-2024-005,merton_jump,0.27780000000000005,27965.183531922466,1.0,0.0,0.0,0.0,3.379,3.1012,0.0
2024-09-30,OPT-2024-005,sabr,0.27780000000000005,27965.183531922466,1.0,,,,3.379,3.1012,0.0
2024-09-30,OPT-2024-006,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.379,3.311,0.23835616438356164
2024-09-30,OPT-2024-006,merton_jump,3.748995578121448e-48,3.9372736568812855e-43,4.044763605115542e-47,4.240399690700847e-46,7.130487583480728e-46,9.30595376844647e-46,3.379,3.311,0.23835616438356164
2024-09-30,OPT-2024-006,sabr,9.404760221507095e-94,9.877076112204829e-89,8.720541674275098e-92,8.04084407161297e-90,2.9099094744008566e-90,8.388040991677202e-91,3.379,3.311,0.23835616438356164
2024-09-30,OPT-2024-007,black_scholes,0.18800000000000017,17070.62593890838,1.0,0.0,0.0,0.0,3.379,3.191,0.0
2024-09-30,OPT-2024-007,merton_jump,0.18800000000000017,17070.62593890838,1.0,0.0,0.0,0.0,3.379,3.191,0.0
2024-09-30,OPT-2024-007,sabr,0.18800000000000017,17070.62593890838,1.0,,,,3.379,3.191,0.0
2024-09-30,OPT-2024-008,black_scholes,0.21640000000000015,42460.33026760817,1.0,0.0,0.0,0.0,3.379,3.1626,0.0
2024-09-30,OPT-2024-008,merton_jump,0.21640000000000015,42460.33026760817,1.0,0.0,0.0,0.0,3.379,3.1626,0.0
2024-09-30,OPT-2024-008,sabr,0.21640000000000015,42460.33026760817,1.0,,,,3.379,3.1626,0.0
2024-09-30,OPT-2024-009,black_scholes,3.6509071288811454e-14,7.328103117254914e-09,1.276081002887721e-11,4.36709001488418e-09,4.331495511571238e-11,2.0199920819135847e-10,3.379,3.1082,0.021917808219178082
2024-09-30,OPT-2024-009,merton_jump,6.423679898502938e-06,1.2893614388622696,7.383604451835198e-05,0.0007783534009306479,0.00010757022856234383,0.002025810579263873,3.379,3.1082,0.021917808219178082
2024-09-30,OPT-2024-009,sabr,4.645161359336132e-36,9.323770842654967e-31,5.061708477657125e-33,5.476719219603986e-30,3.0332904842468427e-32,8.031039081535667e-32,3.379,3.1082,0.021917808219178082
2024-09-30,OPT-2024-011,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.379,3.1399,0.136986301369863
2024-09-30,OPT-2024-011,merton_jump,3.621213281480759e-28,4.2919413127956327e-23,3.911427311582935e-27,4.102965035342703e-26,3.908175990083937e-26,9.236650450339863e-26,3.379,3.1399,0.136986301369863
2024-09-30,OPT-2024-011,sabr,2.9847781477033897e-118,3.537624449565543e-113,6.670459677469301e-116,1.4859297715359302e-113,1.9056212220780986e-114,6.906964966668863e-115,3.379,3.1399,0.136986301369863
2024-09-30,OPT-2024-012,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.379,3.1942,0.2273972602739726
2024-09-30,OPT-2024-012,merton_jump,1.5709129407098276e-45,3.754065900161576e-40,1.6932432102471097e-44,1.7733397599563999e-43,2.829897290481839e-43,3.939790205256812e-43,3.379,3.1942,0.2273972602739726
2024-09-30,OPT-2024-012,sabr,3.302327817373332e-94,7.891688921191577e-89,3.322913001427759e-92,3.3257872057433537e-90,1.0858229520540515e-90,3.2859287648142663e-91,3.379,3.1942,0.2273972602739726
2024-09-30,OPT-2024-013,black_scholes,0.23309999999999986,51496.66928552438,1.0,0.0,0.0,0.0,3.379,3.1459,0.0
2024-09-30,OPT-2024-013,merton_jump,0.23309999999999986,51496.66928552438,1.0,0.0,0.0,0.0,3.379,3.1459,0.0
2024-09-30,OPT-2024-013,sabr,0.23309999999999986,51496.66928552438,1.0,,,,3.379,3.1459,0.0
2024-09-30,OPT-2024-014,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.379,3.2867,0.10684931506849316
2024-09-30,OPT-2024-014,merton_jump,3.700903094762403e-23,6.265478574513113e-18,4.016909574423792e-22,4.233394591876911e-21,3.1754133215868548e-21,9.263441863805811e-21,3.379,3.2867,0.10684931506849316
2024-09-30,OPT-2024-014,sabr,1.2333370266895114e-137,2.087989476626094e-132,3.919257324365524e-135,1.2422664419592332e-132,1.0698257681349828e-133,3.8733271194634834e-134,3.379,3.2867,0.10684931506849316
2024-09-30,OPT-2024-015,black_scholes,0.2753000000000001,25958.88547038948,1.0,0.0,0.0,0.0,3.379,3.1037,0.0
2024-09-30,OPT-2024-015,merton_jump,0.2753000000000001,25958.88547038948,1.0,0.0,0.0,0.0,3.379,3.1037,0.0
2024-09-30,OPT-2024-015,sabr,0.2753000000000001,25958.88547038948,1.0,,,,3.379,3.1037,0.0
2024-09-30,OPT-2024-016,black_scholes,0.27870000000000017,23588.60320944444,1.0,0.0,0.0,0.0,3.379,3.1003,0.0
2024-09-30,OPT-2024-016,merton_jump,0.27870000000000017,23588.60320944444,1.0,0.0,0.0,0.0,3.379,3.1003,0.0
2024-09-30,OPT-2024-016,sabr,0.27870000000000017,23588.60320944444,1.0,,,,3.379,3.1003,0.0
2024-09-30,OPT-2024-017,black_scholes,0.20420000000000016,16026.895736422637,1.0,0.0,0.0,0.0,3.379,3.1748,0.0
2024-09-30,OPT-2024-017,merton_jump,0.20420000000000016,16026.895736422637,1.0,0.0,0.0,0.0,3.379,3.1748,0.0
2024-09-30,OPT-2024-017,sabr,0.20420000000000016,16026.895736422637,1.0,,,,3.379,3.1748,0.0
2024-09-30,OPT-2024-018,black_scholes,0.0501999999999998,8040.896502835506,1.0,0.0,0.0,0.0,3.379,3.3288,0.0
2024-09-30,OPT-2024-018,merton_jump,0.0501999999999998,8040.896502835506,1.0,0.0,0.0,0.0,3.379,3.3288,0.0
2024-09-30,OPT-2024-018,sabr,0.0501999999999998,8040.896502835506,1.0,,,,3.379,3.3288,0.0
2024-09-30,OPT-2024-019,black_scholes,0.23439999999999994,23767.452220248662,1.0,0.0,0.0,0.0,3.379,3.1446,0.0
2024-09-30,OPT-2024-019,merton_jump,0.23439999999999994,23767.452220248662,1.0,0.0,0.0,0.0,3.379,3.1446,0.0
2024-09-30,OPT-2024-019,sabr,0.23439999999999994,23767.452220248662,1.0,,,,3.379,3.1446,0.0
2024-10-31,OPT-2024-001,black_scholes,3.293184525558205e-258,9.741295983694151e-253,4.1499762788157014e-255,5.223971519703887e-252,1.1710225607911371e-253,5.052432150641712e-254,3.3696,3.1081,0.06027397260273973
2024-10-31,OPT-2024-001,merton_jump,7.934252151014749e-14,2.3469653161690288e-08,8.702699604391304e-13,9.24832678140059e-12,3.802416684797485e-12,2.1831390639912946e-11,3.3696,3.1081,0.06027397260273973
2024-10-31,OPT-2024-001,sabr,6.578296521166695e-171,1.9458713286140073e-165,5.435262166296211e-168,4.483373304676208e-165,1.2417644652425587e-166,6.616345757049203e-167,3.3696,3.1081,0.06027397260273973
2024-10-31,OPT-2024-002,black_scholes,0.05030000000000001,6383.06611398348,1.0,0.0,0.0,0.0,3.3696,3.3193,0.0
2024-10-31,OPT-2024-002,merton_jump,0.05030000000000001,6383.06611398348,1.0,0.0,0.0,0.0,3.3696,3.3193,0.0
2024-10-31,OPT-2024-002,sabr,0.05030000000000001,6383.06611398348,1.0,,,,3.3696,3.3193,0.0
2024-10-31,OPT-2024-003,black_scholes,0.1189,22056.227885923912,1.0,0.0,0.0,0.0,3.3696,3.2507,0.0
2024-10-31,OPT-2024-003,merton_jump,0.1189,22056.227885923912,1.0,0.0,0.0,0.0,3.3696,3.2507,0.0
2024-10-31,OPT-2024-003,sabr,0.1189,22056.227885923912,1.0,,,,3.3696,3.2507,0.0
2024-10-31,OPT-2024-004,black_scholes,2.8232167957717613e-73,5.52775161249748e-68,4.341752469989892e-70,6.654765053868546e-67,2.7122798623270237e-69,4.561260693463324e-69,3.3696,3.3562,0.010958904109589041
2024-10-31,OPT-2024-004,merton_jump,3.426496421688591e-05,6.70895028273174,0.0003290093433686253,0.0026998782071568435,0.00025795569816251053,0.0063992995275221195,3.3696,3.3562,0.010958904109589041
2024-10-31,OPT-2024-004,sabr,1.9359257017869945e-199,3.790469239115956e-194,8.461528697577268e-196,3.6939777263322044e-192,8.911955395790866e-195,8.90391943660481e-195,3.3696,3.3562,0.010958904109589041
2024-10-31,OPT-2024-005,black_scholes,0.2684000000000002,27018.91742249098,1.0,0.0,0.0,0.0,3.3696,3.1012,0.0
2024-10-31,OPT-2024-005,merton_jump,0.2684000000000002,27018.91742249098,1.0,0.0,0.0,0.0,3.3696,3.1012,0.0
2024-10-31,OPT-2024-005,sabr,0.2684000000000002,27018.91742249098,1.0,,,,3.3696,3.1012,0.0
2024-10-31,OPT-2024-006,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.3696,3.311,0.15342465753424658
2024-10-31,OPT-2024-006,merton_jump,4.564727206757701e-33,4.793972093992737e-28,4.967639601461694e-32,5.2520381166909705e-31,5.718561204977128e-31,1.1676194311050766e-30,3.3696,3.311,0.15342465753424658
2024-10-31,OPT-2024-006,sabr,6.201630524063996e-134,6.513082233173297e-129,1.2365493618743494e-131,2.4577862166646922e-129,3.977017971589039e-130,1.2513585322564883e-130,3.3696,3.311,0.15342465753424658
2024-10-31,OPT-2024-007,black_scholes,0.17860000000000031,16217.094641962974,1.0,0.0,0.0,0.0,3.3696,3.191,0.0
2024-10-31,OPT-2024-007,merton_jump,0.17860000000000031,16217.094641962974,1.0,0.0,0.0,0.0,3.3696,3.191,0.0
2024-10-31,OPT-2024-007,sabr,0.17860000000000031,16217.094641962974,1.0,,,,3.3696,3.191,0.0
2024-10-31,OPT-2024-008,black_scholes,0.2070000000000003,40615.93514507809,1.0,0.0,0.0,0.0,3.3696,3.1626,0.0
2024-10-31,OPT-2024-008,merton_jump,0.2070000000000003,40615.93514507809,1.0,0.0,0.0,0.0,3.3696,3.1626,0.0
2024-10-31,OPT-2024-008,sabr,0.2070000000000003,40615.93514507809,1.0,,,,3.3696,3.1626,0.0
2024-10-31,OPT-2024-009,black_scholes,0.2614000000000001,52468.22466934343,1.0,0.0,0.0,0.0,3.3696,3.1082,0.0
2024-10-31,OPT-2024-009,merton_jump,0.2614000000000001,52468.22466934343,1.0,0.0,0.0,0.0,3.3696,3.1082,0.0
2024-10-31,OPT-2024-009,sabr,0.2614000000000001,52468.22466934343,1.0,,,,3.3696,3.1082,0.0
2024-10-31,OPT-2024-010,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.3696,3.2308,0.13424657534246576
2024-10-31,OPT-2024-010,merton_jump,6.103093464226352e-29,1.2073337416289742e-23,6.64114883551397e-28,7.019368238864181e-27,6.645881936920594e-27,1.5800830078954804e-26,3.3696,3.2308,0.13424657534246576
2024-10-31,OPT-2024-010,sabr,1.8998858242526345e-140,3.7584157514676855e-135,4.7073959700974966e-138,1.1631127178971416e-135,1.4513996084829548e-136,4.919920486620569e-137,3.3696,3.2308,0.13424657534246576
2024-10-31,OPT-2024-011,black_scholes,3.2667832506970105e-222,3.871863075649058e-217,4.103325941729847e-219,5.147727442899065e-216,9.965771517663532e-218,5.006312522565287e-218,3.3696,3.1399,0.052054794520547946
2024-10-31,OPT-2024-011,merton_jump,2.2948651299417183e-12,2.719924426672661e-07,2.500525919681755e-11,2.64017854293162e-10,9.41662104745589e-11,6.247883304382272e-10,3.3696,3.1399,0.052054794520547946
2024-10-31,OPT-2024-011,sabr,1.3289608344552064e-177,1.5751134951524573e-172,1.3269332307921738e-174,1.3228540505800308e-171,2.873194938669247e-173,1.618800332452891e-173,3.3696,3.1399,0.052054794520547946
2024-10-31,OPT-2024-012,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.3696,3.1942,0.14246575342465753
2024-10-31,OPT-2024-012,merton_jump,2.2688320066199782e-30,5.421907636331904e-25,2.4663150758382405e-29,2.60419351388425e-28,2.6111944120816097e-28,5.898052813694208e-28,3.3696,3.1942,0.14246575342465753
2024-10-31,OPT-2024-012,sabr,3.8141658287779446e-135,9.114846217325594e-130,8.6549794526038e-133,1.9581439621283156e-130,2.6947959422902886e-131,9.137054506900737e-132,3.3696,3.1942,0.14246575342465753
2024-10-31,OPT-2024-013,black_scholes,0.2237,49420.0125232596,1.0,0.0,0.0,0.0,3.3696,3.1459,0.0
2024-10-31,OPT-2024-013,merton_jump,0.2237,49420.0125232596,1.0,0.0,0.0,0.0,3.3696,3.1459,0.0
2024-10-31,OPT-2024-013,sabr,0.2237,49420.0125232596,1.0,,,,3.3696,3.1459,0.0
2024-10-31,OPT-2024-014,black_scholes,8.803089464306e-106,1.4903272800141323e-100,1.1620334603907335e-102,1.5302901482062819e-99,1.2473994555478783e-101,1.3735854567426269e-101,3.3696,3.2867,0.021917808219178082
2024-10-31,OPT-2024-014,merton_jump,4.4107404288442513e-07,0.07467204340954683,5.457054368191564e-06,6.645600413690314e-05,9.525377296711492e-06,0.00012920183294972326,3.3696,3.2867,0.021917808219178082
2024-10-31,OPT-2024-014,sabr,3.1270367829485506e-200,5.293946224370509e-195,7.986345450980253e-197,2.0371826499960656e-193,1.1925703259315653e-195,9.445638614375367e-196,3.3696,3.2867,0.021917808219178082
2024-10-31,OPT-2024-015,black_scholes,0.26590000000000025,25072.53049973326,1.0,0.0,0.0,0.0,3.3696,3.1037,0.0
2024-10-31,OPT-2024-015,merton_jump,0.26590000000000025,25072.53049973326,1.0,0.0,0.0,0.0,3.3696,3.1037,0.0
2024-10-31,OPT-2024-015,sabr,0.26590000000000025,25072.53049973326,1.0,,,,3.3696,3.1037,0.0
2024-10-31,OPT-2024-016,black_scholes,0.2693000000000003,22793.00625871328,1.0,0.0,0.0,0.0,3.3696,3.1003,0.0
2024-10-31,OPT-2024-016,merton_jump,0.2693000000000003,22793.00625871328,1.0,0.0,0.0,0.0,3.3696,3.1003,0.0
2024-10-31,OPT-2024-016,sabr,0.2693000000000003,22793.00625871328,1.0,,,,3.3696,3.1003,0.0
2024-10-31,OPT-2024-017,black_scholes,0.1948000000000003,15289.124825931107,1.0,0.0,0.0,0.0,3.3696,3.1748,0.0
2024-10-31,OPT-2024-017,merton_jump,0.1948000000000003,15289.124825931107,1.0,0.0,0.0,0.0,3.3696,3.1748,0.0
2024-10-31,OPT-2024-017,sabr,0.1948000000000003,15289.124825931107,1.0,,,,3.3696,3.1748,0.0
2024-10-31,OPT-2024-018,black_scholes,0.04079999999999995,6535.2306238185165,1.0,0.0,0.0,0.0,3.3696,3.3288,0.0
2024-10-31,OPT-2024-018,merton_jump,0.04079999999999995,6535.2306238185165,1.0,0.0,0.0,0.0,3.3696,3.3288,0.0
2024-10-31,OPT-2024-018,sabr,0.04079999999999995,6535.2306238185165,1.0,,,,3.3696,3.3288,0.0
2024-10-31,OPT-2024-019,black_scholes,0.2250000000000001,22814.320603907647,1.0,0.0,0.0,0.0,3.3696,3.1446,0.0
2024-10-31,OPT-2024-019,merton_jump,0.2250000000000001,22814.320603907647,1.0,0.0,0.0,0.0,3.3696,3.1446,0.0
2024-10-31,OPT-2024-019,sabr,0.2250000000000001,22814.320603907647,1.0,,,,3.3696,3.1446,0.0
2024-11-30,OPT-2024-001,black_scholes,0.2168000000000001,64129.80969862043,1.0,0.0,0.0,0.0,3.3249,3.1081,0.0
